A1,"['A7', 'G7', 'H7', 'A8', 'B8']"
B1,"['A7', 'G7', 'H7', 'A8', 'C8']"
C1,"['A7', 'G7', 'H7', 'A8', 'D8']"
D1,"['A7', 'G7', 'E8', 'G8', 'B8']"
E1,"['A7', 'G7', 'E8', 'G8', 'C8']"
F1,"['A7', 'G7', 'E8', 'G8', 'D8']"
G1,"['A7', 'G7', 'E8', 'H8', 'B8']"
H1,"['A7', 'G7', 'E8', 'H8', 'C8']"
A2,"['A7', 'G7', 'E8', 'H8', 'D8']"
B2,"['A7', 'G7', 'E8', 'A8', 'B8']"
C2,"['A7', 'G7', 'E8', 'A8', 'C8']"
D2,"['A7', 'G7', 'E8', 'A8', 'D8']"
E2,"['A7', 'A9', 'E9', 'F9', 'G9']"
F2,"['A7', 'A9', 'E9', 'F9', 'H9']"
G2,"['A7', 'A9', 'E9', 'F9', 'A10']"
H2,"['B7', 'A9', 'E9', 'H7', 'G9']"
A3,"['B7', 'A9', 'E9', 'H7', 'H9']"
B3,"['B7', 'A9', 'E9', 'H7', 'A10']"
C3,"['B7', 'A9', 'E9', 'E8', 'G9']"
D3,"['B7', 'A9', 'E9', 'E8', 'H9']"
E3,"['B7', 'A9', 'E9', 'E8', 'A10']"
F3,"['B7', 'A9', 'B10', 'F9', 'G9']"
G3,"['B7', 'A9', 'B10', 'F9', 'H9']"
H3,"['B7', 'A9', 'B10', 'F9', 'A10']"
A4,"['B7', 'A9', 'B10', 'H7', 'G9']"
B4,"['B7', 'A9', 'B10', 'H7', 'H9']"
C4,"['B7', 'A9', 'B10', 'H7', 'A10']"
D4,"['B7', 'B9', 'B10', 'E8', 'G9']"
E4,"['B7', 'B9', 'B10', 'E8', 'H9']"
F4,"['B7', 'B9', 'B10', 'E8', 'A10']"
G4,"['C7', 'B9', 'C10', 'F9', 'G9']"
H4,"['C7', 'B9', 'C10', 'F9', 'H9']"
A5,"['C7', 'B9', 'C10', 'F9', 'A10']"
B5,"['C7', 'B9', 'C10', 'H7', 'G9']"
C5,"['C7', 'B9', 'C10', 'H7', 'H9']"
D5,"['C7', 'B9', 'C10', 'H7', 'A10']"
E5,"['C7', 'B9', 'C10', 'F8', 'G9']"
F5,"['C7', 'B9', 'C10', 'F8', 'H9']"
G5,"['C7', 'B9', 'C10', 'F8', 'A10']"
H5,"['C7', 'B9', 'D10', 'E10', 'G10']"
A6,"['C7', 'B9', 'D10', 'E10', 'H10']"
B6,"['C7', 'B9', 'D10', 'E10', 'A11']"
C6,"['C7', 'C9', 'D10', 'B11', 'G10']"
D6,"['C7', 'C9', 'D10', 'B11', 'H10']"
E6,"['C7', 'C9', 'D10', 'B11', 'A11']"
F6,"['D7', 'C9', 'D10', 'D11', 'G10']"
G6,"['D7', 'C9', 'D10', 'D11', 'H10']"
H6,"['D7', 'C9', 'D10', 'D11', 'A11']"
A7,"['D7', 'C9', 'E11', 'E10', 'G10']"
B7,"['D7', 'C9', 'E11', 'E10', 'H10']"
C7,"['D7', 'C9', 'E11', 'E10', 'A11']"
D7,"['D7', 'C9', 'E11', 'B11', 'G10']"
E7,"['D7', 'C9', 'E11', 'B11', 'H10']"
F7,"['D7', 'C9', 'E11', 'B11', 'A11']"
G7,"['D7', 'C9', 'E11', 'D11', 'G10']"
H7,"['D7', 'C9', 'E11', 'D11', 'H10']"
A8,"['D7', 'C9', 'E11', 'D11', 'A11']"
B8,"['D7', 'D9', 'F11', 'E10', 'G10']"
C8,"['D7', 'D9', 'F11', 'E10', 'H10']"
D8,"['D7', 'D9', 'F11', 'E10', 'A11']"
E8,"['E7', 'D9', 'F11', 'B11', 'G10']"
F8,"['E7', 'D9', 'F11', 'B11', 'H10']"
G8,"['E7', 'D9', 'F11', 'B11', 'A11']"
H8,"['E7', 'D9', 'F11', 'D11', 'G10']"
A9,"['E7', 'D9', 'F11', 'D11', 'H10']"
B9,"['E7', 'D9', 'F11', 'D11', 'A11']"
C9,"['E7', 'G11', 'E10', 'A12', 'B8']"
D9,"['E7', 'G11', 'E10', 'A12', 'C8']"
E9,"['E7', 'G11', 'E10', 'A12', 'D8']"
F9,"['E7', 'G11', 'E10', 'B12', 'B8']"
G9,"['E7', 'G11', 'E10', 'B12', 'C8']"
H9,"['E7', 'G11', 'E10', 'B12', 'D8']"
A10,"['E7', 'G11', 'F10', 'C12', 'B8']"
B10,"['E7', 'G11', 'F10', 'C12', 'C8']"
C10,"['E7', 'G11', 'F10', 'C12', 'D8']"
D10,"['F7', 'G11', 'B11', 'A12', 'B8']"
E10,"['F7', 'G11', 'B11', 'A12', 'C8']"
F10,"['F7', 'G11', 'B11', 'A12', 'D8']"
G10,"['F7', 'G11', 'B11', 'B12', 'B8']"
H10,"['F7', 'G11', 'B11', 'B12', 'C8']"
A11,"['F7', 'G11', 'B11', 'B12', 'D8']"
B11,"['F7', 'H11', 'C11', 'C12', 'B8']"
C11,"['F7', 'H11', 'C11', 'C12', 'C8']"
D11,"['F7', 'H11', 'C11', 'C12', 'D8']"
E11,"['F7', 'H11', 'D11', 'A12', 'B8']"
F11,"['F7', 'H11', 'D11', 'A12', 'C8']"
G11,"['F7', 'H11', 'D11', 'A12', 'D8']"
H11,"['F7', 'H11', 'D11', 'B12', 'B8']"
