Well,Linker 1,Part 1,Linker 2,Part 2,Linker 3,Part 3,Linker 4,Part 4,Linker 5,Part 5,Linker 6,Part 6,Linker 7,Part 7,Linker 8,Part 8,Linker 9,Part 9,Linker 10,Part 10
D8,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23101_RiboJ.1,UTR1-RBS3,BASIC_sfGFP_ORF.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,,,,,,,,,,
E8,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23101_RiboJ.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,UTR1-RBS3,BASIC_sfGFP_ORF.1,,,,,,,,,,
F8,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23101_RiboJ.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,UTR1-RBS3,BASIC_sfGFP_ORF.1,,,,,,,,,,
G8,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23101_RiboJ.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,UTR1-RBS3,BASIC_sfGFP_ORF.1,,,,,,,,,,
H8,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23101_RiboJ.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,UTR1-RBS3,BASIC_sfGFP_ORF.1,,,,,,,,,,
A9,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS1,BASIC_sfGFP_ORF.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,,,,,,,,,,
B9,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS1,BASIC_sfGFP_ORF.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,,,,,,,,,,
C9,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS1,BASIC_sfGFP_ORF.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,,,,,,,,,,
D9,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS1,BASIC_sfGFP_ORF.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,,,,,,,,,,
E9,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,UTR1-RBS1,BASIC_sfGFP_ORF.1,,,,,,,,,,
F9,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,UTR1-RBS1,BASIC_sfGFP_ORF.1,,,,,,,,,,
G9,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,UTR1-RBS1,BASIC_sfGFP_ORF.1,,,,,,,,,,
H9,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,UTR1-RBS1,BASIC_sfGFP_ORF.1,,,,,,,,,,
A10,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS2,BASIC_sfGFP_ORF.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,,,,,,,,,,
B10,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS2,BASIC_sfGFP_ORF.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,,,,,,,,,,
C10,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS2,BASIC_sfGFP_ORF.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,,,,,,,,,,
D10,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS2,BASIC_sfGFP_ORF.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,,,,,,,,,,
E10,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,UTR1-RBS2,BASIC_sfGFP_ORF.1,,,,,,,,,,
F10,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,UTR1-RBS2,BASIC_sfGFP_ORF.1,,,,,,,,,,
G10,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,UTR1-RBS2,BASIC_sfGFP_ORF.1,,,,,,,,,,
H10,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,UTR1-RBS2,BASIC_sfGFP_ORF.1,,,,,,,,,,
A11,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS3,BASIC_sfGFP_ORF.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,,,,,,,,,,
B11,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS3,BASIC_sfGFP_ORF.1,UTR2-RBS1,BASIC_mTagBFP2_ORF.1,UTR3-RBS3,BASIC_mCherry_ORF.1,,,,,,,,,,
C11,LMS,BASIC_SEVA_37_CmR-p15A.1,LMP,BASIC_L3S2P21_J23104_RiboJ.1,UTR1-RBS3,BASIC_sfGFP_ORF.1,UTR2-RBS3,BASIC_mTagBFP2_ORF.1,UTR3-RBS1,BASIC_mCherry_ORF.1,,,,,,,,,,
