Well,Linker 1,Part 1,Linker 2,Part 2,Linker 3,Part 3,Linker 4,Part 4,Linker 5,Part 5,Linker 6,Part 6,Linker 7,Part 7,Linker 8,Part 8,Linker 9,Part 9,Linker 10,Part 10
H10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR1-RBS3,7,,,,,,,,,,,,,,
A11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR1-RBS3,8,,,,,,,,,,,,,,
B11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,0,UTR2-RBS1,9,,,,,,,,,,,,,,
C11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,0,UTR2-RBS1,10,,,,,,,,,,,,,,
D11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,0,UTR2-RBS1,11,,,,,,,,,,,,,,
E11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,0,UTR2-RBS2,9,,,,,,,,,,,,,,
F11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,0,UTR2-RBS2,10,,,,,,,,,,,,,,
G11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,0,UTR2-RBS2,11,,,,,,,,,,,,,,
H11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,0,UTR2-RBS3,9,,,,,,,,,,,,,,
A1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,0,UTR2-RBS3,10,,,,,,,,,,,,,,
B1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,0,UTR2-RBS3,11,,,,,,,,,,,,,,
C1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,1,UTR2-RBS1,9,,,,,,,,,,,,,,
D1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,1,UTR2-RBS1,10,,,,,,,,,,,,,,
E1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,1,UTR2-RBS1,11,,,,,,,,,,,,,,
F1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,1,UTR2-RBS2,9,,,,,,,,,,,,,,
G1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,1,UTR2-RBS2,10,,,,,,,,,,,,,,
H1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,1,UTR2-RBS2,11,,,,,,,,,,,,,,
A2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,1,UTR2-RBS3,9,,,,,,,,,,,,,,
B2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,1,UTR2-RBS3,10,,,,,,,,,,,,,,
C2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,1,UTR2-RBS3,11,,,,,,,,,,,,,,
D2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR2-RBS1,9,,,,,,,,,,,,,,
E2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR2-RBS1,10,,,,,,,,,,,,,,
F2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR2-RBS1,11,,,,,,,,,,,,,,
G2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR2-RBS2,9,,,,,,,,,,,,,,
H2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR2-RBS2,10,,,,,,,,,,,,,,
A3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR2-RBS2,11,,,,,,,,,,,,,,
B3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR2-RBS3,9,,,,,,,,,,,,,,
C3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR2-RBS3,10,,,,,,,,,,,,,,
D3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,2,UTR2-RBS3,11,,,,,,,,,,,,,,
E3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR1-RBS1,12,,,,,,,,,,,,,,
F3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR1-RBS1,13,,,,,,,,,,,,,,
G3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR1-RBS1,14,,,,,,,,,,,,,,
H3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR1-RBS2,12,,,,,,,,,,,,,,
A4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR1-RBS2,13,,,,,,,,,,,,,,
B4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR1-RBS2,14,,,,,,,,,,,,,,
C4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR1-RBS3,12,,,,,,,,,,,,,,
D4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR1-RBS3,13,,,,,,,,,,,,,,
E4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR1-RBS3,14,,,,,,,,,,,,,,
F4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR1-RBS1,12,,,,,,,,,,,,,,
G4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR1-RBS1,13,,,,,,,,,,,,,,
H4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR1-RBS1,14,,,,,,,,,,,,,,
A5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR1-RBS2,12,,,,,,,,,,,,,,
B5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR1-RBS2,13,,,,,,,,,,,,,,
C5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR1-RBS2,14,,,,,,,,,,,,,,
D5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR1-RBS3,12,,,,,,,,,,,,,,
E5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR1-RBS3,13,,,,,,,,,,,,,,
F5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR1-RBS3,14,,,,,,,,,,,,,,
G5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR1-RBS1,12,,,,,,,,,,,,,,
H5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR1-RBS1,13,,,,,,,,,,,,,,
A6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR1-RBS1,14,,,,,,,,,,,,,,
B6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR1-RBS2,12,,,,,,,,,,,,,,
C6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR1-RBS2,13,,,,,,,,,,,,,,
D6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR1-RBS2,14,,,,,,,,,,,,,,
E6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR1-RBS3,12,,,,,,,,,,,,,,
F6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR1-RBS3,13,,,,,,,,,,,,,,
G6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR1-RBS3,14,,,,,,,,,,,,,,
H6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR3-RBS1,15,,,,,,,,,,,,,,
A7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR3-RBS1,16,,,,,,,,,,,,,,
B7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR3-RBS1,17,,,,,,,,,,,,,,
C7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR3-RBS2,15,,,,,,,,,,,,,,
D7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR3-RBS2,16,,,,,,,,,,,,,,
E7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR3-RBS2,17,,,,,,,,,,,,,,
F7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR3-RBS3,15,,,,,,,,,,,,,,
G7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR3-RBS3,16,,,,,,,,,,,,,,
H7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,24,UTR3-RBS3,17,,,,,,,,,,,,,,
A8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR3-RBS1,15,,,,,,,,,,,,,,
B8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR3-RBS1,16,,,,,,,,,,,,,,
C8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR3-RBS1,17,,,,,,,,,,,,,,
D8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR3-RBS2,15,,,,,,,,,,,,,,
E8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR3-RBS2,16,,,,,,,,,,,,,,
F8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR3-RBS2,17,,,,,,,,,,,,,,
G8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR3-RBS3,15,,,,,,,,,,,,,,
H8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR3-RBS3,16,,,,,,,,,,,,,,
A9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,25,UTR3-RBS3,17,,,,,,,,,,,,,,
B9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR3-RBS1,15,,,,,,,,,,,,,,
C9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR3-RBS1,16,,,,,,,,,,,,,,
D9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR3-RBS1,17,,,,,,,,,,,,,,
E9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR3-RBS2,15,,,,,,,,,,,,,,
F9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR3-RBS2,16,,,,,,,,,,,,,,
G9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR3-RBS2,17,,,,,,,,,,,,,,
H9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR3-RBS3,15,,,,,,,,,,,,,,
A10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR3-RBS3,16,,,,,,,,,,,,,,
B10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,26,UTR3-RBS3,17,,,,,,,,,,,,,,
C10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR3-RBS1,0,,,,,,,,,,,,,,
D10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR3-RBS1,1,,,,,,,,,,,,,,
E10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR3-RBS1,2,,,,,,,,,,,,,,
F10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR3-RBS2,0,,,,,,,,,,,,,,
G10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR3-RBS2,1,,,,,,,,,,,,,,
H10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR3-RBS2,2,,,,,,,,,,,,,,
A11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR3-RBS3,0,,,,,,,,,,,,,,
B11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR3-RBS3,1,,,,,,,,,,,,,,
C11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR3-RBS3,2,,,,,,,,,,,,,,
D11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR3-RBS1,0,,,,,,,,,,,,,,
E11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR3-RBS1,1,,,,,,,,,,,,,,
F11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR3-RBS1,2,,,,,,,,,,,,,,
G11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR3-RBS2,0,,,,,,,,,,,,,,
H11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR3-RBS2,1,,,,,,,,,,,,,,
A1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR3-RBS2,2,,,,,,,,,,,,,,
B1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR3-RBS3,0,,,,,,,,,,,,,,
C1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR3-RBS3,1,,,,,,,,,,,,,,
D1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR3-RBS3,2,,,,,,,,,,,,,,
E1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR3-RBS1,0,,,,,,,,,,,,,,
F1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR3-RBS1,1,,,,,,,,,,,,,,
G1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR3-RBS1,2,,,,,,,,,,,,,,
H1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR3-RBS2,0,,,,,,,,,,,,,,
A2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR3-RBS2,1,,,,,,,,,,,,,,
B2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR3-RBS2,2,,,,,,,,,,,,,,
C2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR3-RBS3,0,,,,,,,,,,,,,,
D2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR3-RBS3,1,,,,,,,,,,,,,,
E2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR3-RBS3,2,,,,,,,,,,,,,,
F2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR2-RBS1,3,,,,,,,,,,,,,,
G2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR2-RBS1,4,,,,,,,,,,,,,,
H2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR2-RBS1,5,,,,,,,,,,,,,,
A3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR2-RBS2,3,,,,,,,,,,,,,,
B3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR2-RBS2,4,,,,,,,,,,,,,,
C3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR2-RBS2,5,,,,,,,,,,,,,,
D3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR2-RBS3,3,,,,,,,,,,,,,,
E3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR2-RBS3,4,,,,,,,,,,,,,,
F3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,15,UTR2-RBS3,5,,,,,,,,,,,,,,
G3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR2-RBS1,3,,,,,,,,,,,,,,
H3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR2-RBS1,4,,,,,,,,,,,,,,
A4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR2-RBS1,5,,,,,,,,,,,,,,
B4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR2-RBS2,3,,,,,,,,,,,,,,
C4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR2-RBS2,4,,,,,,,,,,,,,,
D4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR2-RBS2,5,,,,,,,,,,,,,,
E4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR2-RBS3,3,,,,,,,,,,,,,,
F4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR2-RBS3,4,,,,,,,,,,,,,,
G4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,16,UTR2-RBS3,5,,,,,,,,,,,,,,
H4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR2-RBS1,3,,,,,,,,,,,,,,
A5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR2-RBS1,4,,,,,,,,,,,,,,
B5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR2-RBS1,5,,,,,,,,,,,,,,
C5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR2-RBS2,3,,,,,,,,,,,,,,
D5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR2-RBS2,4,,,,,,,,,,,,,,
E5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR2-RBS2,5,,,,,,,,,,,,,,
F5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR2-RBS3,3,,,,,,,,,,,,,,
G5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR2-RBS3,4,,,,,,,,,,,,,,
H5,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,17,UTR2-RBS3,5,,,,,,,,,,,,,,
A6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR1-RBS1,6,,,,,,,,,,,,,,
B6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR1-RBS1,7,,,,,,,,,,,,,,
C6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR1-RBS1,8,,,,,,,,,,,,,,
D6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR1-RBS2,6,,,,,,,,,,,,,,
E6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR1-RBS2,7,,,,,,,,,,,,,,
F6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR1-RBS2,8,,,,,,,,,,,,,,
G6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR1-RBS3,6,,,,,,,,,,,,,,
H6,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR1-RBS3,7,,,,,,,,,,,,,,
A7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR1-RBS3,8,,,,,,,,,,,,,,
B7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR1-RBS1,6,,,,,,,,,,,,,,
C7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR1-RBS1,7,,,,,,,,,,,,,,
D7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR1-RBS1,8,,,,,,,,,,,,,,
E7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR1-RBS2,6,,,,,,,,,,,,,,
F7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR1-RBS2,7,,,,,,,,,,,,,,
G7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR1-RBS2,8,,,,,,,,,,,,,,
H7,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR1-RBS3,6,,,,,,,,,,,,,,
A8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR1-RBS3,7,,,,,,,,,,,,,,
B8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR1-RBS3,8,,,,,,,,,,,,,,
C8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR1-RBS1,6,,,,,,,,,,,,,,
D8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR1-RBS1,7,,,,,,,,,,,,,,
E8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR1-RBS1,8,,,,,,,,,,,,,,
F8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR1-RBS2,6,,,,,,,,,,,,,,
G8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR1-RBS2,7,,,,,,,,,,,,,,
H8,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR1-RBS2,8,,,,,,,,,,,,,,
A9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR1-RBS3,6,,,,,,,,,,,,,,
B9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR1-RBS3,7,,,,,,,,,,,,,,
C9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR1-RBS3,8,,,,,,,,,,,,,,
D9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR2-RBS1,9,,,,,,,,,,,,,,
E9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR2-RBS1,10,,,,,,,,,,,,,,
F9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR2-RBS1,11,,,,,,,,,,,,,,
G9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR2-RBS2,9,,,,,,,,,,,,,,
H9,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR2-RBS2,10,,,,,,,,,,,,,,
A10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR2-RBS2,11,,,,,,,,,,,,,,
B10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR2-RBS3,9,,,,,,,,,,,,,,
C10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR2-RBS3,10,,,,,,,,,,,,,,
D10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,3,UTR2-RBS3,11,,,,,,,,,,,,,,
E10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR2-RBS1,9,,,,,,,,,,,,,,
F10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR2-RBS1,10,,,,,,,,,,,,,,
G10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR2-RBS1,11,,,,,,,,,,,,,,
H10,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR2-RBS2,9,,,,,,,,,,,,,,
A11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR2-RBS2,10,,,,,,,,,,,,,,
B11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR2-RBS2,11,,,,,,,,,,,,,,
C11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR2-RBS3,9,,,,,,,,,,,,,,
D11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR2-RBS3,10,,,,,,,,,,,,,,
E11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,4,UTR2-RBS3,11,,,,,,,,,,,,,,
F11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR2-RBS1,9,,,,,,,,,,,,,,
G11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR2-RBS1,10,,,,,,,,,,,,,,
H11,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR2-RBS1,11,,,,,,,,,,,,,,
A1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR2-RBS2,9,,,,,,,,,,,,,,
B1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR2-RBS2,10,,,,,,,,,,,,,,
C1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR2-RBS2,11,,,,,,,,,,,,,,
D1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR2-RBS3,9,,,,,,,,,,,,,,
E1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR2-RBS3,10,,,,,,,,,,,,,,
F1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,5,UTR2-RBS3,11,,,,,,,,,,,,,,
G1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,27,UTR1-RBS1,12,,,,,,,,,,,,,,
H1,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,27,UTR1-RBS1,13,,,,,,,,,,,,,,
A2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,27,UTR1-RBS1,14,,,,,,,,,,,,,,
B2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,27,UTR1-RBS2,12,,,,,,,,,,,,,,
C2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,27,UTR1-RBS2,13,,,,,,,,,,,,,,
D2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,27,UTR1-RBS2,14,,,,,,,,,,,,,,
E2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,27,UTR1-RBS3,12,,,,,,,,,,,,,,
F2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,27,UTR1-RBS3,13,,,,,,,,,,,,,,
G2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,27,UTR1-RBS3,14,,,,,,,,,,,,,,
H2,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,28,UTR1-RBS1,12,,,,,,,,,,,,,,
A3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,28,UTR1-RBS1,13,,,,,,,,,,,,,,
B3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,28,UTR1-RBS1,14,,,,,,,,,,,,,,
C3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,28,UTR1-RBS2,12,,,,,,,,,,,,,,
D3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,28,UTR1-RBS2,13,,,,,,,,,,,,,,
E3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,28,UTR1-RBS2,14,,,,,,,,,,,,,,
F3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,28,UTR1-RBS3,12,,,,,,,,,,,,,,
G3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,28,UTR1-RBS3,13,,,,,,,,,,,,,,
H3,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,28,UTR1-RBS3,14,,,,,,,,,,,,,,
A4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,29,UTR1-RBS1,12,,,,,,,,,,,,,,
B4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,29,UTR1-RBS1,13,,,,,,,,,,,,,,
C4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,29,UTR1-RBS1,14,,,,,,,,,,,,,,
D4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,29,UTR1-RBS2,12,,,,,,,,,,,,,,
E4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,29,UTR1-RBS2,13,,,,,,,,,,,,,,
F4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,29,UTR1-RBS2,14,,,,,,,,,,,,,,
G4,LMS,BASIC_SEVA_36_CmR-p15A_v1.0,LMP,29,UTR1-RBS3,12,,,,,,,,,,,,,,
