Well,Linker 1,Part 1,Linker 2,Part 2,Linker 3,Part 3,Linker 4,Part 4,Linker 5,Part 5,Linker 6,Part 6,Linker 7,Part 7,Linker 8,Part 8,Linker 9,Part 9,Linker 10,Part 10
A1,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS1,BASIC_BFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0
B1,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0
C1,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0
D1,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0
E1,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0
F1,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0
G1,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0
H1,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0
A2,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0
B2,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0
C2,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0
D2,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0
E2,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0
F2,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0
G2,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0
H2,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0
A3,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0
B3,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0
C3,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0
D3,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS1,BASIC_BFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0
E3,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS1,BASIC_BFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0
F3,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS1,BASIC_BFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0
G3,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS1,BASIC_BFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0
H3,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS1,BASIC_BFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0
A4,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS1,BASIC_BFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0
B4,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS1,BASIC_BFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0
C4,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS1,BASIC_BFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0
D4,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS1,BASIC_BFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0
E4,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0
F4,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0
G4,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0
H4,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0
A5,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0
B5,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0
C5,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0
D5,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0
E5,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS2,BASIC_BFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0
F5,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0
G5,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0
H5,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0
A6,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0
B6,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0
C6,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0
D6,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0
E6,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0
F6,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23101_RiboJ,UTR2-RBS3,BASIC_BFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0
G6,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR2-RBS1,BASIC_BFP_ORF_v1.0
H6,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR2-RBS2,BASIC_BFP_ORF_v1.0
A7,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR2-RBS3,BASIC_BFP_ORF_v1.0
B7,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR2-RBS1,BASIC_BFP_ORF_v1.0
C7,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR2-RBS2,BASIC_BFP_ORF_v1.0
D7,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR2-RBS3,BASIC_BFP_ORF_v1.0
E7,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR2-RBS1,BASIC_BFP_ORF_v1.0
F7,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR2-RBS2,BASIC_BFP_ORF_v1.0
G7,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS1,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR2-RBS3,BASIC_BFP_ORF_v1.0
H7,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR2-RBS1,BASIC_BFP_ORF_v1.0
A8,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR2-RBS2,BASIC_BFP_ORF_v1.0
B8,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR2-RBS3,BASIC_BFP_ORF_v1.0
C8,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR2-RBS1,BASIC_BFP_ORF_v1.0
D8,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR2-RBS2,BASIC_BFP_ORF_v1.0
E8,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR2-RBS3,BASIC_BFP_ORF_v1.0
F8,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR2-RBS1,BASIC_BFP_ORF_v1.0
G8,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR2-RBS2,BASIC_BFP_ORF_v1.0
H8,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS2,BASIC_sfGFP_ORF_v1.0,UTR3-RBS3,BASIC_RFP_ORF_v1.0,UTR2-RBS3,BASIC_BFP_ORF_v1.0
A9,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR2-RBS1,BASIC_BFP_ORF_v1.0
B9,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR2-RBS2,BASIC_BFP_ORF_v1.0
C9,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS1,BASIC_RFP_ORF_v1.0,UTR2-RBS3,BASIC_BFP_ORF_v1.0
D9,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR2-RBS1,BASIC_BFP_ORF_v1.0
E9,LMS,BASIC_SEVA_37_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR1-RBS3,BASIC_sfGFP_ORF_v1.0,UTR3-RBS2,BASIC_RFP_ORF_v1.0,UTR2-RBS2,BASIC_BFP_ORF_v1.0
