A1,"['A7', 'G7', 'C8', 'D8', 'F8']"
B1,"['A7', 'G7', 'G8', 'H8', 'B9']"
C1,"['A7', 'G7', 'G8', 'H8', 'C9']"
D1,"['A7', 'G7', 'G8', 'H8', 'F8']"
E1,"['A7', 'G7', 'G8', 'D9', 'B9']"
F1,"['A7', 'G7', 'G8', 'D9', 'C9']"
G1,"['A7', 'G7', 'G8', 'D9', 'F8']"
H1,"['A7', 'G7', 'G8', 'D8', 'B9']"
A2,"['A7', 'G7', 'G8', 'D8', 'C9']"
B2,"['A7', 'G7', 'G8', 'D8', 'F8']"
C2,"['A7', 'G7', 'F9', 'H8', 'B9']"
D2,"['A7', 'G7', 'F9', 'H8', 'C9']"
E2,"['A7', 'G7', 'F9', 'H8', 'F8']"
F2,"['A7', 'G7', 'F9', 'D9', 'B9']"
G2,"['A7', 'G7', 'F9', 'D9', 'C9']"
H2,"['B7', 'H7', 'F9', 'D9', 'F8']"
A3,"['B7', 'H7', 'F9', 'D8', 'B9']"
B3,"['B7', 'H7', 'F9', 'D8', 'C9']"
C3,"['B7', 'H7', 'F9', 'D8', 'F8']"
D3,"['B7', 'H7', 'G9', 'A10', 'B10']"
E3,"['B7', 'H7', 'G9', 'A10', 'C10']"
F3,"['B7', 'H7', 'G9', 'A10', 'D10']"
G3,"['B7', 'H7', 'G9', 'E10', 'B10']"
H3,"['B7', 'H7', 'G9', 'E10', 'C10']"
A4,"['B7', 'H7', 'G9', 'E10', 'D10']"
B4,"['B7', 'H7', 'G9', 'F10', 'B10']"
C4,"['B7', 'H7', 'G9', 'F10', 'C10']"
D4,"['B7', 'H7', 'G9', 'F10', 'D10']"
E4,"['B7', 'H7', 'G10', 'A10', 'B10']"
F4,"['B7', 'H7', 'G10', 'A10', 'C10']"
G4,"['C7', 'A8', 'G10', 'A10', 'D10']"
H4,"['C7', 'A8', 'G10', 'E10', 'B10']"
A5,"['C7', 'A8', 'G10', 'E10', 'C10']"
B5,"['C7', 'A8', 'G10', 'E10', 'D10']"
C5,"['C7', 'A8', 'G10', 'F10', 'B10']"
D5,"['C7', 'A8', 'G10', 'F10', 'C10']"
E5,"['C7', 'A8', 'G10', 'F10', 'D10']"
F5,"['C7', 'A8', 'A11', 'A10', 'B10']"
G5,"['C7', 'A8', 'A11', 'A10', 'C10']"
H5,"['C7', 'A8', 'A11', 'A10', 'D10']"
A6,"['C7', 'A8', 'A11', 'E10', 'B10']"
B6,"['C7', 'A8', 'A11', 'E10', 'C10']"
C6,"['C7', 'A8', 'A11', 'E10', 'D10']"
D6,"['C7', 'A8', 'A11', 'F10', 'B10']"
E6,"['C7', 'A8', 'A11', 'F10', 'C10']"
F6,"['D7', 'B8', 'A11', 'F10', 'D10']"
G6,"['D7', 'B11', 'H8', 'E11', 'F11']"
H6,"['D7', 'B11', 'H8', 'E11', 'G11']"
A7,"['D7', 'B11', 'H8', 'E11', 'H11']"
B7,"['D7', 'B11', 'H8', 'A12', 'F11']"
C7,"['D7', 'B11', 'H8', 'A12', 'G11']"
D7,"['D7', 'B11', 'H8', 'A12', 'H11']"
E7,"['D7', 'B11', 'H8', 'B12', 'F11']"
F7,"['D7', 'B11', 'H8', 'B12', 'G11']"
G7,"['D7', 'B11', 'H8', 'B12', 'H11']"
H7,"['D7', 'B11', 'D9', 'E11', 'F11']"
A8,"['D7', 'B11', 'D9', 'E11', 'G11']"
B8,"['D7', 'B11', 'D9', 'E11', 'H11']"
C8,"['D7', 'B11', 'D9', 'A12', 'F11']"
D8,"['D7', 'B11', 'D9', 'A12', 'G11']"
E8,"['E7', 'B11', 'D9', 'A12', 'H11']"
F8,"['E7', 'C11', 'D9', 'B12', 'F11']"
G8,"['E7', 'C11', 'D9', 'B12', 'G11']"
H8,"['E7', 'C11', 'D9', 'B12', 'H11']"
A9,"['E7', 'C11', 'D8', 'E11', 'F11']"
B9,"['E7', 'C11', 'D8', 'E11', 'G11']"
C9,"['E7', 'C11', 'D8', 'E11', 'H11']"
D9,"['E7', 'C11', 'D8', 'A12', 'F11']"
E9,"['E7', 'C11', 'D8', 'A12', 'G11']"
F9,"['E7', 'C11', 'D8', 'A12', 'H11']"
G9,"['E7', 'C11', 'D8', 'B12', 'F11']"
H9,"['E7', 'C11', 'D8', 'B12', 'G11']"
A10,"['E7', 'C11', 'E8', 'B12', 'H11']"
B10,"['E7', 'C11', 'C12', 'G9', 'B9']"
C10,"['E7', 'C11', 'C12', 'G9', 'C9']"
D10,"['F7', 'C11', 'C12', 'G9', 'F8']"
E10,"['F7', 'D11', 'C12', 'G10', 'B9']"
F10,"['F7', 'D11', 'C12', 'G10', 'C9']"
G10,"['F7', 'D11', 'C12', 'G10', 'F8']"
H10,"['F7', 'D11', 'C12', 'A11', 'B9']"
A11,"['F7', 'D11', 'C12', 'A11', 'C9']"
B11,"['F7', 'D11', 'C12', 'A11', 'F8']"
C11,"['F7', 'D11', 'D12', 'G9', 'B9']"
D11,"['F7', 'D11', 'D12', 'G9', 'C9']"
E11,"['F7', 'D11', 'D12', 'G9', 'F8']"
F11,"['F7', 'D11', 'D12', 'G10', 'B9']"
G11,"['F7', 'D11', 'D12', 'G10', 'C9']"
H11,"['F7', 'D11', 'D12', 'G10', 'F8']"
